Institute Name,Institute Code,SS,FSR,FQE,FRU,PU,QP,IPR,FPPP,GUE,GPHD,RD,WD,ESCS,PCS,PR,Rank,Year,Institution Name,Institution Code,OE,Predicted_Rank
,,13.13,23.36,17.8,9.6,7.24,10.89,0.0,1.0,60.0,14.83,0.12,30.0,0.51,16.0,2.74,93.0,2022,University of Jammu ,(IR-O-U-0195),1.0,92.93359
,,8.28,24.8,19.29,11.15,8.72,10.42,0.5,1.11,60.0,4.7,15.59,24.95,0.84,20.0,5.8,94.0,2022,Shiv Nadar University ,(IR-O-U-0642),0.0,93.9774
,,12.92,23.01,13.99,6.28,8.19,9.21,4.5,1.26,60.0,10.31,13.91,28.38,1.99,20.0,4.3,95.0,2022,Bharath Institute of Higher Education & Research ,(IR-O-U-0446),0.0,94.88387
,,10.0,21.36,14.63,7.15,14.99,13.24,1.5,0.97,58.28,5.59,3.25,25.52,3.96,20.0,15.04,96.0,2022,Sri Sivasubramaniya Nadar College of Engineering ,(IR-O-C-16604),0.0,95.92447
,,13.41,22.16,13.23,7.88,6.7,8.65,3.5,0.63,60.0,4.8,21.38,23.63,0.01,20.0,31.99,97.0,2022,University of Petroleum and Energy Studies ,(IR-O-U-0564),0.0,96.95574
,,14.12,20.4,13.67,10.52,7.18,8.0,2.0,2.1,60.0,14.73,1.12,29.12,6.8,20.0,10.45,98.0,2022,Bangalore University ,(IR-O-U-0215),0.0,97.99066
,,12.72,21.15,14.11,8.67,3.48,3.66,0.0,3.31,60.0,18.36,16.69,28.65,10.08,20.0,11.75,99.0,2022,Tata Institute of Social Sciences ,(IR-O-U-0331),0.0,98.99644
,,7.52,24.2,14.88,12.34,14.17,12.47,0.5,0.14,60.0,1.1,1.78,28.39,8.19,20.0,4.3,100.0,2022,Visvesvaraya Technological University ,(IR-O-U-0249),0.0,99.9757
,,17.0,21.17,15.72,19.56,31.98,32.26,15.0,10.64,58.93,28.29,22.49,13.24,7.86,20.0,100.0,1.0,2023,Indian Institute of Technology Madras ,(IR-O-U-0456),13.0,1.0061729
,,11.0,25.0,18.43,20.0,35.0,33.9,11.0,8.55,52.14,28.43,25.53,10.64,3.06,20.0,97.94,2.0,2023,Indian Institute of Science ,(IR-O-U-0220),8.0,1.9981793
,,16.84,22.39,17.28,16.55,31.62,33.27,13.0,7.34,54.38,24.83,24.31,17.67,8.33,20.0,90.98,3.0,2023,Indian Institute of Technology Delhi ,(IR-O-I-1074),9.0,3.007301
,,17.0,20.63,16.18,15.9,30.89,31.88,15.0,8.37,56.42,27.84,20.45,13.9,4.41,20.0,84.98,4.0,2023,Indian Institute of Technology Bombay ,(IR-O-U-0306),11.0,3.9752986
,,16.92,21.36,17.6,16.57,27.47,27.55,12.0,5.93,60.0,23.62,21.09,11.62,7.53,20.0,69.84,5.0,2023,Indian Institute of Technology Kanpur ,(IR-O-I-1075),13.0,4.995546
,,11.0,25.0,18.47,20.0,32.07,29.53,1.5,4.65,60.0,10.46,24.46,28.26,0.0,20.0,75.23,6.0,2023,"All India Institute of Medical Sciences, Delhi ",(IR-O-N-15),2.0,6.0054026
,,16.94,16.75,14.03,10.57,29.23,32.56,5.0,5.46,45.38,31.37,20.67,11.28,5.49,20.0,70.68,7.0,2023,Indian Institute of Technology Kharagpur ,(IR-O-U-0573),15.0,7.0036564
,,16.15,20.02,15.63,12.88,28.1,29.78,5.0,5.11,60.0,23.15,24.68,12.78,5.35,20.0,50.36,8.0,2023,Indian Institute of Technology Roorkee ,(IR-O-U-0560),13.0,7.967274
,,17.0,19.26,12.93,12.24,27.98,28.21,7.0,3.79,60.0,22.95,23.99,13.36,0.95,20.0,42.44,9.0,2023,Indian Institute of Technology Guwahati ,(IR-O-U-0053),12.0,8.994094
,,17.0,24.35,16.97,12.73,21.43,22.16,2.0,0.97,56.52,38.37,25.31,28.33,0.0,20.0,30.73,10.0,2023,Jawaharlal Nehru University ,(IR-O-U-0109),2.5,10.005377
,,20.0,20.92,16.38,11.47,19.14,24.85,1.5,3.69,60.0,39.64,11.96,27.43,2.11,20.0,45.43,11.0,2023,Banaras Hindu University ,(IR-O-U-0500),4.0,11.006752
,,16.0,25.0,16.0,10.88,20.09,23.71,3.0,3.03,60.0,33.85,24.17,30.0,9.24,20.0,26.4,12.0,2023,Jamia Millia Islamia-New Delhi,(IR-O-U-0108),1.5,12.009964
,,18.22,22.32,17.33,7.77,23.1,24.61,3.0,2.95,60.0,30.61,5.0,24.17,7.62,20.0,41.08,13.0,2023,Jadavpur University ,(IR-O-U-0575),2.0,12.999571
,,10.17,24.96,18.29,14.97,24.55,23.83,4.0,2.74,60.0,13.26,19.17,16.5,3.37,20.0,48.36,14.0,2023,Indian Institute of Technology Hyderabad ,(IR-O-U-0013),6.0,13.998834
,,18.0,25.0,16.85,11.55,19.76,19.8,6.0,4.79,60.0,13.93,21.6,27.11,3.76,20.0,35.71,15.0,2023,Amrita Vishwa Vidyapeetham,(IR-O-U-0436),2.0,15.010691
,,17.49,25.0,16.43,11.94,21.14,24.74,3.0,5.13,60.0,17.97,17.9,27.14,1.06,20.0,24.39,16.0,2023,Manipal Academy of Higher Education-manipal,(IR-O-U-0234),2.0,15.965494
,,20.0,18.05,12.9,4.72,23.74,30.37,9.0,0.48,60.0,20.43,19.38,23.05,0.12,20.0,45.71,17.0,2023,Vellore Institute of Technology ,(IR-O-U-0490),0.0,17.000242
,,15.25,18.49,12.57,6.92,24.18,27.06,10.0,2.99,57.43,17.16,0.77,25.5,4.02,20.0,62.67,18.0,2023,Anna University ,(IR-O-U-0439),3.0,18.003666
,,17.5,24.07,17.38,9.92,18.63,23.61,3.0,1.64,59.87,34.69,9.08,25.83,5.13,20.0,26.4,19.0,2023,Aligarh Muslim University ,(IR-O-U-0496),0.0,18.995876
,,14.08,25.0,19.07,9.82,20.28,20.53,2.5,1.24,60.0,23.27,18.71,27.87,0.0,20.0,26.83,20.0,2023,University of Hyderabad ,(IR-O-U-0042),2.5,19.931492
,,15.0,18.27,14.93,11.47,21.81,22.33,3.0,1.41,60.0,16.18,18.6,21.24,8.49,20.0,58.95,21.0,2023,National Institute of Technology Tiruchirapp:,(IR-O-U-0467),0.0,21.082348
,,18.82,10.87,8.45,8.52,22.89,27.05,2.5,1.87,57.84,40.0,16.89,26.72,0.37,20.0,39.84,22.0,2023,University of Delhi ,(IR-O-U-0120),0.0,22.0063
,,15.71,25.0,17.71,7.69,16.79,19.66,1.5,4.36,60.0,37.37,2.72,30.0,0.29,20.0,29.33,23.0,2023,Calcutta University ,(IR-O-U-0570),0.0,22.966988
,,8.92,25.0,19.27,15.4,20.55,19.7,1.5,1.38,59.25,10.29,23.05,21.38,4.71,20.0,27.47,24.0,2023,Indian Institute of Technology Gandhinagar ,(IR-O-U-0139),6.0,24.001837
,,17.5,18.95,14.93,10.27,21.03,24.68,4.0,6.55,60.0,14.65,21.9,17.24,0.02,20.0,25.3,25.0,2023,Birla Institute of Technology & Science -Pilani ,(IR-O-U-0391),0.0,24.978436
,,17.29,25.0,15.7,11.8,15.03,16.69,5.0,3.38,60.0,13.26,22.11,30.0,1.24,20.0,34.11,26.0,2023,Siksha 'O' Anusandhan,(IR-O-U-0363),0.0,26.022232
,,15.5,25.0,19.84,9.49,23.77,21.06,6.0,1.36,60.0,11.3,15.77,27.47,4.14,20.0,5.37,27.0,2023,Saveetha Institute of Medical and Technical Sciences ,(IR-O-I-1441),0.0,26.994183
,,8.51,24.99,17.79,12.57,25.68,24.47,1.5,1.05,60.0,12.96,21.24,13.81,5.76,20.0,16.1,28.0,2023,Indian Institute of Technology Indore ,(IR-O-U-0273),2.5,28.020994
,,19.0,25.0,18.02,7.61,11.71,16.28,9.0,1.03,60.0,18.87,26.75,30.0,3.38,20.0,14.39,29.0,2023,Kalinga Institute of Industrial Technology ,(IR-O-U-0356),0.0,29.002436
,,10.31,25.0,17.84,20.0,21.9,22.34,1.0,4.21,44.37,26.99,15.65,23.7,0.0,15.0,6.08,30.0,2023,Homi Bhabha National Institute ,(IR-O-U-0304),0.0,29.999777
,,14.54,15.03,12.35,10.42,22.49,24.45,4.0,2.26,60.0,15.62,17.85,10.35,9.18,20.0,38.07,31.0,2023,Indian Institute of Technology (Banaras Hindu University) Varanasi,(IR-O-U-0701),2.5,30.949564
,,18.11,20.52,13.22,7.76,17.99,23.5,4.5,1.04,60.0,14.95,17.72,25.3,1.59,20.0,23.94,32.0,2023,S.R.M. Institute of Science and Technology ,(IR-O-U-0473),2.0,32.00485
,,8.64,23.57,18.13,14.35,18.05,17.23,2.0,1.17,60.0,6.67,23.79,14.74,7.91,20.0,25.52,33.0,2023,Indian Institute of Technology Ropar ,(IR-O-U-0378),9.0,33.03082
,,8.53,25.0,17.41,14.51,20.41,19.59,2.0,1.72,52.56,10.71,18.86,22.64,2.07,20.0,21.81,34.0,2023,Indian Institute of Science Education & Research Pune ,(IR-O-U-0305),7.0,33.9508
,,14.29,17.2,11.56,10.94,18.56,19.01,0.0,1.74,60.0,34.63,4.32,26.42,1.03,20.0,15.82,35.0,2023,Savitribai Phule Pune University ,(IR-O-U-0323),7.0,34.998795
,,11.43,24.56,18.08,9.03,21.31,20.49,1.0,0.97,60.0,18.87,2.36,30.0,1.62,18.0,25.52,36.0,2023,Bharathiar University ,(IR-O-U-0447),0.0,35.986744
,,16.0,18.08,14.93,8.48,23.4,24.21,3.0,1.06,56.85,15.84,17.3,14.13,8.68,20.0,14.68,37.0,2023,National Institute of Technology Rourkela ,(IR-O-U-0357),2.5,36.9989
,,15.0,17.37,13.62,12.46,20.46,19.4,3.0,2.39,60.0,15.59,13.3,15.95,9.99,20.0,33.2,38.0,2023,"National Institute of Technology Karnataka, Surathkal ",(IR-O-U-0237),0.0,37.990944
,,10.5,25.0,19.23,18.88,17.41,14.26,0.0,0.45,60.0,12.32,21.16,30.0,0.35,20.0,20.83,39.0,2023,Jawaharlal Institute of Post Graduate Medical Education & Research ,(IR-O-U-0368),0.0,38.991756
,,15.83,21.94,15.01,9.24,19.12,23.91,6.0,0.7,60.0,12.17,18.06,25.21,0.78,20.0,8.15,40.0,2023,Thapar Institute of Engineering and Technology (Deemed-to-be-university) ,(IR-O-I-1480),0.0,39.97951
,,10.28,18.25,14.77,11.01,18.33,18.72,11.0,1.55,60.0,17.89,7.74,25.16,2.98,20.0,15.82,41.0,2023,Institute of Chemical Technology ,(IR-O-U-0308),2.0,40.991497
,,12.73,15.96,13.35,10.46,24.85,25.56,3.0,1.51,51.39,17.61,20.39,9.87,7.76,20.0,20.33,42.0,2023,Indian Institute of Technology (Indian School of Mines) ,(IR-O-U-0205),0.0,42.001984
,,7.66,25.0,18.12,13.89,19.52,19.64,1.0,0.85,60.0,10.16,15.61,18.36,1.61,20.0,13.81,43.0,2023,Indian Institute of Science Education & Research Kolkata ,(IR-O-U-0572),3.5,42.98533
,,15.99,12.95,10.09,7.07,16.66,22.84,6.0,1.14,42.57,33.21,13.49,25.7,0.73,20.0,28.52,44.0,2023,Panjab University ,(IR-O-U-0078),5.0,44.002674
,,17.87,25.0,14.37,6.31,5.3,9.59,7.0,3.33,60.0,15.62,26.87,30.0,3.39,20.0,35.18,45.0,2023,Chandigarh University,(IR-O-U-0747),0.0,45.00519
,,18.0,21.67,12.12,4.13,12.99,19.25,11.0,1.15,60.0,6.06,25.69,22.66,0.0,20.0,30.92,46.0,2023,Lovely Professional University ,(IR-O-U-0379),0.0,46.006485
,,13.0,21.25,15.69,14.71,10.31,11.14,0.5,0.86,60.0,36.02,8.87,30.0,0.0,20.0,8.15,47.0,2023,Kerala University ,(IR-O-U-0260),2.0,47.002613
,,13.71,25.0,17.09,6.86,11.37,14.35,4.0,1.15,60.0,14.68,18.95,30.0,7.47,20.0,18.79,48.0,2023,Kalasalingam Academy of Research and Education,(IR-O-U-0458),0.0,47.981277
,,15.42,24.66,15.81,7.98,15.9,18.96,3.0,3.0,60.0,8.45,11.07,27.91,4.3,20.0,9.48,49.0,2023,Shanmugha Arts Science Technology &research Academy,(IR-O-U-0476),0.0,48.90097
,,14.98,25.0,17.31,4.73,18.06,16.74,5.5,0.45,60.0,9.49,11.31,25.84,0.48,20.0,14.68,50.0,2023,Koneru Lakshmaiah Education Foundation University ,(IR-O-U-0020),0.0,50.023483
,,8.77,21.84,16.81,12.09,16.33,15.47,1.0,0.81,58.13,10.46,24.1,24.13,4.11,20.0,17.73,51.0,2023,"Indian Institute of Science Education & Research, Mohali ",(IR-O-U-0377),4.0,50.99989
,,7.42,22.6,15.76,17.35,17.15,17.47,1.5,2.74,60.0,13.44,0.5,30.0,0.73,20.0,6.78,52.0,2023,"Mahatma Gandhi University, Kottayam ",(IR-O-U-0262),2.5,51.99556
,,15.0,18.09,14.5,10.1,17.83,17.98,3.0,0.61,60.0,13.79,18.61,15.65,4.73,20.0,20.33,53.0,2023,National Institute of Technology Warangal ,(IR-O-U-0025),0.0,53.004128
,,15.0,20.37,15.98,9.7,15.26,14.71,2.5,0.57,60.0,13.62,16.17,23.41,9.53,20.0,17.73,54.0,2023,National Institute of Technology Calicut ,(IR-O-U-0263),0.0,53.97832
,,14.0,25.0,16.21,13.31,8.51,11.51,2.0,1.45,60.0,9.35,20.72,30.0,3.97,20.0,22.05,55.0,2023,JSS Academy of Higher Education and Research,(IR-O-U-0222),0.0,55.02443
,,11.86,24.83,17.93,6.89,16.24,18.48,1.5,0.41,60.0,13.97,0.89,30.0,1.24,20.0,15.54,56.0,2023,Alagappa University ,(IR-O-U-0435),0.0,55.979313
,,16.82,14.68,10.8,5.51,15.27,20.58,10.0,1.32,60.0,11.25,15.94,28.6,0.11,20.0,16.65,57.0,2023,Amity University ,(IR-O-U-0497),0.0,56.992805
,,15.68,22.91,18.09,8.96,10.72,14.1,0.5,1.62,60.0,19.58,0.0,30.0,3.05,20.0,2.77,58.0,2023,University of Kashmir ,(IR-O-U-0196),5.0,58.007828
,,15.48,23.53,16.75,11.87,7.26,11.0,2.5,2.15,60.0,17.78,15.01,28.11,0.05,20.0,15.54,59.0,2023,Symbiosis University,(IR-O-U-0329),0.0,58.9678
,,8.58,22.85,18.11,14.51,15.16,14.56,1.0,0.82,56.5,7.3,23.81,21.08,3.44,20.0,8.15,60.0,2023,Indian Institute of Science Education & Research Bhopal ,(IR-O-U-0272),5.0,59.98599
,,16.5,25.0,11.07,6.62,15.9,18.53,0.0,1.34,60.0,6.39,15.53,20.61,3.03,20.0,28.52,61.0,2023,Delhi Technological University ,(IR-O-U-0098),0.0,60.97709
,,14.09,18.1,14.51,7.73,18.81,20.11,2.5,1.36,60.0,10.67,13.99,19.61,7.33,20.0,9.8,62.0,2023,Malaviya National Institute of Technology ,(IR-O-U-0410),0.0,61.95197
,,11.99,23.09,17.37,9.95,17.68,15.26,0.5,0.93,60.0,13.79,1.03,30.0,0.7,20.0,13.81,63.0,2023,Cochin University of Science and Technology ,(IR-O-U-0253),0.0,62.996414
,,16.0,16.35,11.8,12.6,10.03,11.65,3.0,6.57,60.0,21.26,2.63,29.67,5.6,20.0,9.15,64.0,2023,Osmania University ,(IR-O-U-0027),2.0,63.98038
,,10.68,25.0,18.92,8.14,16.0,16.02,0.0,0.88,52.42,16.98,3.23,30.0,0.0,20.0,14.39,65.0,2023,University of Madras ,(IR-O-I-1357),2.0,64.9893
,,12.07,17.61,13.64,8.75,18.78,17.64,1.5,0.92,56.09,14.35,12.4,16.73,9.57,20.0,21.07,66.0,2023,"Indian Institute of Engineering Science and Technology, Shibpur ",(IR-O-U-0584),1.5,66.017715
,,10.13,21.8,17.06,14.59,14.45,15.02,0.5,1.58,60.0,4.6,20.55,20.69,5.42,20.0,9.15,67.0,2023,Indian Institute of Technology Jodhpur ,(IR-O-U-0395),2.5,66.982285
,,9.95,14.01,11.16,11.54,20.56,19.25,2.0,1.05,59.98,10.67,19.89,10.15,7.02,20.0,12.92,68.0,2023,Indian Institute of Technology Patna ,(IR-O-U-0064),6.0,68.01412
,,12.0,22.67,18.25,6.92,9.77,13.09,1.0,0.44,60.0,22.07,17.94,30.0,8.89,20.0,2.0,69.0,2023,Babasheb Bhimrao Ambedkar University ,(IR-O-U-0498),0.0,69.002335
,,9.12,22.8,17.24,8.38,18.16,17.39,0.0,0.84,51.85,22.33,1.23,28.46,2.36,20.0,12.31,70.0,2023,Bharathidasan University ,(IR-O-U-0448),0.0,69.998085
,,14.0,21.97,15.78,9.68,7.16,10.06,1.0,0.38,60.0,27.02,6.52,27.47,2.63,18.0,5.01,71.0,2023,Mysore University ,(IR-O-U-0235),6.0,71.01245
,,12.76,25.0,13.3,6.7,13.51,15.45,1.5,0.28,60.0,7.91,13.0,24.7,8.38,20.0,23.0,72.0,2023,"Dr. B R Ambedkar National Institute of Technology, Jalandhar ",(IR-O-U-0374),0.0,72.00518
,,6.99,18.26,14.92,11.52,17.9,16.87,2.0,0.59,53.51,9.53,22.07,16.21,9.31,20.0,14.39,73.0,2023,Indian Institute of Technology Mandi ,(IR-O-U-0184),5.0,72.98377
,,11.93,25.0,18.95,14.65,11.24,12.9,1.5,2.65,53.51,13.97,1.93,28.23,0.21,20.0,7.82,74.0,2023,"Punjab Agricultural University, Ludhiana ",(IR-O-U-0381),0.0,73.995964
,,13.81,25.0,18.1,10.25,12.63,12.22,7.0,1.0,57.48,4.67,12.88,30.0,1.88,20.0,0.0,75.0,2023,Datta Meghe Institute of Higher Education and Research ,(IR-O-U-0295),0.0,74.98351
,,15.0,14.77,11.31,13.3,10.02,10.57,2.5,2.65,60.0,24.77,3.7,28.92,6.01,20.0,16.92,76.0,2023,"Andhra University, Visakhapatnam ",(IR-O-U-0006),0.0,75.994576
,,9.05,25.0,18.09,18.69,12.51,12.48,0.5,1.15,60.0,3.34,4.85,27.52,4.27,20.0,9.48,77.0,2023,King George's Medical University ,(IR-O-U-0523),0.0,76.99034
,,14.55,19.62,14.16,7.7,12.91,17.22,1.0,1.36,60.0,10.37,15.95,28.91,1.17,20.0,11.7,78.0,2023,Jamia Hamdard,(IR-O-U-0107),0.0,77.92123
,,14.5,22.82,13.54,7.33,10.52,13.81,4.0,0.35,60.0,0.55,22.24,24.74,0.07,20.0,34.47,79.0,2023,UPES,(IR-O-U-0564),0.0,79.013985
,,10.0,23.69,16.13,7.97,17.37,16.7,2.5,0.45,60.0,7.61,4.3,25.52,3.81,20.0,8.49,80.0,2023,Sri Sivasubramaniya Nadar College of Engineering ,(IR-O-C-16604),0.0,80.00495
,,12.25,25.0,18.41,14.98,7.86,10.01,1.0,1.68,60.0,3.6,12.13,30.0,0.23,20.0,18.53,81.0,2023,Dr. D.Y. Patil Vidyapeeth,(IR-O-I-1110),0.0,80.975334
,,11.65,18.09,14.54,9.65,15.16,14.96,7.0,1.9,60.0,8.88,13.76,18.49,3.41,20.0,9.15,82.0,2023,"Visvesvaraya National Institute of Technology, Nagpur ",(IR-O-U-0334),0.0,81.93511
,,13.28,16.29,13.16,8.63,19.02,18.85,4.5,0.44,60.0,8.84,15.25,14.89,4.02,20.0,6.78,83.0,2023,National Institute of Technology Silchar ,(IR-O-U-0055),0.0,82.98793
,,13.07,21.78,12.97,5.57,14.27,15.42,5.0,1.04,57.32,7.35,16.96,28.26,1.17,20.0,16.38,84.0,2023,Sathyabama Institute of Science and Technology ,(IR-O-U-0474),0.0,83.962135
,,12.89,25.0,15.64,9.31,5.78,7.81,1.0,4.03,60.0,23.31,9.33,30.0,0.0,20.0,2.77,85.0,2023,Gujarat University ,(IR-O-U-0136),2.0,84.990616
,,7.04,25.0,18.51,20.0,16.51,13.08,0.0,0.09,49.57,0.0,22.35,26.87,0.37,20.0,9.48,86.0,2023,"All India Institute of Medical Sciences, Rishikesh",(IR-O-U-0691),0.0,85.99347
,,15.85,19.11,11.19,8.59,10.36,15.05,0.0,1.81,60.0,17.53,7.37,30.0,5.1,20.0,12.01,87.0,2023,Guru Nanak Dev University ,(IR-O-U-0376),0.0,86.910065
,,13.81,24.86,16.35,13.85,7.09,9.95,3.0,1.3,60.0,4.97,15.0,29.62,0.0,20.0,5.01,88.0,2023,SVKM's Narsee Monjee Institute of Management Studies ,(IR-O-N-10),1.5,87.98048
,,13.0,25.0,12.83,6.62,6.39,9.26,7.0,0.3,60.0,4.11,20.97,28.52,0.49,20.0,33.38,89.0,2023,Graphic Era University ,(IR-O-U-0555),0.0,89.01209
,,11.76,16.81,13.35,9.2,16.69,16.2,1.0,0.68,60.0,12.25,15.19,12.77,8.16,20.0,10.45,90.0,2023,National Institute of Technology Durgapur ,(IR-O-U-0577),0.0,89.983696
,,8.52,15.4,12.73,10.7,17.7,17.7,1.0,0.93,60.0,7.86,22.03,9.74,6.48,20.0,19.31,91.0,2023,Indian Institute of Technology Bhubaneswar ,(IR-O-U-0355),0.0,90.954544
,,7.83,24.44,14.42,12.17,17.6,15.45,1.5,0.14,60.0,1.46,0.39,29.61,7.77,20.0,3.53,92.0,2023,Visvesvaraya Technological University ,(IR-O-U-0249),0.0,92.007286
,,13.29,25.0,18.15,13.32,5.02,6.39,1.0,2.37,51.46,18.35,2.15,30.0,3.02,20.0,10.45,93.0,2023,Tamil Nadu Agricultural University ,(IR-O-U-0485),1.5,92.9784
,,7.74,25.0,18.65,9.57,10.6,12.74,0.5,0.6,57.2,11.17,2.79,29.01,0.0,20.0,10.45,94.0,2023,Madurai Kamaraj University ,(IR-O-U-0463),2.5,93.964005
,,9.0,25.0,18.93,12.33,10.4,12.42,1.0,0.41,53.91,5.32,17.65,25.79,1.9,20.0,9.48,95.0,2023,Shiv Nadar University ,(IR-O-U-0642),0.0,94.9702
,,14.39,16.49,10.88,11.9,6.93,8.67,1.0,1.22,60.0,26.24,2.8,29.43,4.04,20.0,7.82,96.0,2023,Mumbai University ,(IR-O-U-0318),2.5,95.99986
,,16.5,16.53,11.69,5.74,6.11,9.44,1.0,1.17,60.0,24.22,24.68,30.0,2.63,20.0,8.15,97.0,2023,Banasthali Vidyapith,(IR-O-U-0389),0.0,96.98371
,,12.29,25.0,17.89,13.67,8.16,7.91,1.0,1.45,60.0,2.74,9.73,30.0,3.17,20.0,7.82,98.0,2023,Sri Ramachandra Institute of Higher Education and Research ,(IR-O-1-1486),0.0,97.918846
,,6.94,20.85,16.27,16.57,4.48,6.41,0.0,3.69,60.0,3.6,24.42,21.79,0.0,20.0,38.4,99.0,2023,Indian Institute of Management Calcutta ,(IR-O-S-8972),0.0,98.99094
,,17.21,18.52,12.74,3.67,4.99,8.96,4.5,0.52,60.0,7.2,19.24,28.7,1.89,20.0,39.05,100.0,2023,Christ University ,(IR-O-U-0217),0.0,99.99415
